id,name,restaurant_id,created_at,updated_at
2838,"Наггетсы",228,"2017-12-07 00:22:43.316574","2017-12-07 00:22:43.316574"
2839,"Крылышки",228,"2017-12-07 00:22:43.320096","2017-12-07 00:22:43.320096"
2840,"Закуски",228,"2017-12-07 00:22:43.323707","2017-12-07 00:22:43.323707"
2841,"Соусы",228,"2017-12-07 00:22:43.327334","2017-12-07 00:22:43.327334"
2842,"Обеды",228,"2017-12-07 00:22:43.337716","2017-12-07 00:22:43.337716"
2843,"Десерты",228,"2017-12-07 00:22:43.353831","2017-12-07 00:22:43.353831"
2844,"Напитки",228,"2017-12-07 00:22:43.360919","2017-12-07 00:22:43.360919"
2845,"Японская кухня",229,"2017-12-07 00:22:43.380041","2017-12-07 00:22:43.380041"
2846,"Холодные закуски",229,"2017-12-07 00:22:43.413156","2017-12-07 00:22:43.413156"
2847,"Горячие закуски",229,"2017-12-07 00:22:43.447293","2017-12-07 00:22:43.447293"
2848,"Салаты",229,"2017-12-07 00:22:43.458738","2017-12-07 00:22:43.458738"
2849,"Супы",229,"2017-12-07 00:22:43.477963","2017-12-07 00:22:43.477963"
2850,"Горячие блюда",229,"2017-12-07 00:22:43.490946","2017-12-07 00:22:43.490946"
2851,"Плов",229,"2017-12-07 00:22:43.501145","2017-12-07 00:22:43.501145"
2852,"Пловбургеры",229,"2017-12-07 00:22:43.504601","2017-12-07 00:22:43.504601"
2853,"Блюда на мангале",229,"2017-12-07 00:22:43.509131","2017-12-07 00:22:43.509131"
2854,"Блюда из тандыра",229,"2017-12-07 00:22:43.540722","2017-12-07 00:22:43.540722"
2855,"Гарниры",229,"2017-12-07 00:22:43.552516","2017-12-07 00:22:43.552516"
2856,"Хлебобулочные изделия",229,"2017-12-07 00:22:43.562824","2017-12-07 00:22:43.562824"
2857,"Десерты",229,"2017-12-07 00:22:43.584049","2017-12-07 00:22:43.584049"
2858,"Доставка пиццы",230,"2017-12-07 00:22:43.617745","2017-12-07 00:22:43.617745"
2859,"Доставка роллов",230,"2017-12-07 00:22:43.641342","2017-12-07 00:22:43.641342"
2860,"Суши-сеты",230,"2017-12-07 00:22:43.672966","2017-12-07 00:22:43.672966"
2861,"Японский гарнир",230,"2017-12-07 00:22:43.694019","2017-12-07 00:22:43.694019"
2862,"Гунканы",230,"2017-12-07 00:22:43.702016","2017-12-07 00:22:43.702016"
2863,"Напитки",230,"2017-12-07 00:22:43.709411","2017-12-07 00:22:43.709411"
2864,"Доставка пиццы",231,"2017-12-07 00:22:43.718791","2017-12-07 00:22:43.718791"
2865,"Доставка роллов",231,"2017-12-07 00:22:43.738564","2017-12-07 00:22:43.738564"
2866,"Доставка бургеров",231,"2017-12-07 00:22:43.750129","2017-12-07 00:22:43.750129"
2867,"Горячие блюда",231,"2017-12-07 00:22:43.762792","2017-12-07 00:22:43.762792"
2868,"Блинчики",231,"2017-12-07 00:22:43.775344","2017-12-07 00:22:43.775344"
2869,"Салаты",231,"2017-12-07 00:22:43.780129","2017-12-07 00:22:43.780129"
2870,"Десерты",231,"2017-12-07 00:22:43.785911","2017-12-07 00:22:43.785911"
2871,"Супы",231,"2017-12-07 00:22:43.790648","2017-12-07 00:22:43.790648"
2872,"Закуски",231,"2017-12-07 00:22:43.796366","2017-12-07 00:22:43.796366"
2873,"Напитки",231,"2017-12-07 00:22:43.798905","2017-12-07 00:22:43.798905"
2874,"Доставка пиццы",232,"2017-12-07 00:22:43.807911","2017-12-07 00:22:43.807911"
2875,"Кальцоне Maxi",232,"2017-12-07 00:22:43.831313","2017-12-07 00:22:43.831313"
2876,"Буррито",232,"2017-12-07 00:22:43.836712","2017-12-07 00:22:43.836712"
2877,"Салаты",232,"2017-12-07 00:22:43.842110","2017-12-07 00:22:43.842110"
2878,"Десерты",232,"2017-12-07 00:22:43.845714","2017-12-07 00:22:43.845714"
2879,"Напитки",232,"2017-12-07 00:22:43.850469","2017-12-07 00:22:43.850469"
2880,"Доставка WOK",233,"2017-12-07 00:22:43.865891","2017-12-07 00:22:43.865891"
2881,"Сеты WOK",233,"2017-12-07 00:22:43.878732","2017-12-07 00:22:43.878732"
2882,"Закуски",233,"2017-12-07 00:22:43.885593","2017-12-07 00:22:43.885593"
2883,"Супы",233,"2017-12-07 00:22:43.892388","2017-12-07 00:22:43.892388"
2884,"Горячие блюда",233,"2017-12-07 00:22:43.898634","2017-12-07 00:22:43.898634"
2885,"Лапша",233,"2017-12-07 00:22:43.903423","2017-12-07 00:22:43.903423"
2886,"Десерты",233,"2017-12-07 00:22:43.909799","2017-12-07 00:22:43.909799"
2887,"Напитки",233,"2017-12-07 00:22:43.914576","2017-12-07 00:22:43.914576"
2888,"Вегетарианские блюда",234,"2017-12-07 00:22:43.928435","2017-12-07 00:22:43.928435"
2889,"Салаты",234,"2017-12-07 00:22:43.933565","2017-12-07 00:22:43.933565"
2890,"Горшочки",234,"2017-12-07 00:22:43.938485","2017-12-07 00:22:43.938485"
2891,"Супы",234,"2017-12-07 00:22:43.954742","2017-12-07 00:22:43.954742"
2892,"Соусы",234,"2017-12-07 00:22:43.958215","2017-12-07 00:22:43.958215"
2893,"Напитки",234,"2017-12-07 00:22:43.960852","2017-12-07 00:22:43.960852"
2894,"Доставка пиццы",235,"2017-12-07 00:22:43.974339","2017-12-07 00:22:43.974339"
2895,"Доставка роллов",235,"2017-12-07 00:22:44.068653","2017-12-07 00:22:44.068653"
2896,"Роллы хосомаки",235,"2017-12-07 00:22:44.126789","2017-12-07 00:22:44.126789"
2897,"Горячие роллы",235,"2017-12-07 00:22:44.135880","2017-12-07 00:22:44.135880"
2898,"Гунканы",235,"2017-12-07 00:22:44.143779","2017-12-07 00:22:44.143779"
2899,"Нигири",235,"2017-12-07 00:22:44.152285","2017-12-07 00:22:44.152285"
2900,"Сашими",235,"2017-12-07 00:22:44.159820","2017-12-07 00:22:44.159820"
2901,"Соусы",235,"2017-12-07 00:22:44.165635","2017-12-07 00:22:44.165635"
2902,"Пирожки",235,"2017-12-07 00:22:44.175559","2017-12-07 00:22:44.175559"
2903,"Напитки",235,"2017-12-07 00:22:44.183072","2017-12-07 00:22:44.183072"
2904,"Сеты",236,"2017-12-07 00:22:44.207487","2017-12-07 00:22:44.207487"
2905,"Стрит-роллы",236,"2017-12-07 00:22:44.223272","2017-12-07 00:22:44.223272"
2906,"Доставка роллов",236,"2017-12-07 00:22:44.228896","2017-12-07 00:22:44.228896"
2907,"Роллы хосомаки",236,"2017-12-07 00:22:44.278800","2017-12-07 00:22:44.278800"
2908,"Гунканы",236,"2017-12-07 00:22:44.286724","2017-12-07 00:22:44.286724"
2909,"Темаки",236,"2017-12-07 00:22:44.296533","2017-12-07 00:22:44.296533"
2910,"Нигири",236,"2017-12-07 00:22:44.299979","2017-12-07 00:22:44.299979"
2911,"Японский гарнир",236,"2017-12-07 00:22:44.303598","2017-12-07 00:22:44.303598"
2912,"Напитки",236,"2017-12-07 00:22:44.315332","2017-12-07 00:22:44.315332"
2913,"Доставка роллов",237,"2017-12-07 00:22:44.330534","2017-12-07 00:22:44.330534"
2914,"Суши-сеты",237,"2017-12-07 00:22:44.351659","2017-12-07 00:22:44.351659"
2915,"Доставка пиццы",237,"2017-12-07 00:22:44.370215","2017-12-07 00:22:44.370215"
2916,"Роллы хосомаки",237,"2017-12-07 00:22:44.384665","2017-12-07 00:22:44.384665"
2917,"Запечённые роллы",237,"2017-12-07 00:22:44.398118","2017-12-07 00:22:44.398118"
2918,"Крем-роллы",237,"2017-12-07 00:22:44.422380","2017-12-07 00:22:44.422380"
2919,"Острые роллы",237,"2017-12-07 00:22:44.430343","2017-12-07 00:22:44.430343"
2920,"Роллы с лососем",237,"2017-12-07 00:22:44.439066","2017-12-07 00:22:44.439066"
2921,"Роллы с креветками",237,"2017-12-07 00:22:44.456220","2017-12-07 00:22:44.456220"
2922,"Роллы с угрём",237,"2017-12-07 00:22:44.466984","2017-12-07 00:22:44.466984"
2923,"Роллы с крабом",237,"2017-12-07 00:22:44.477913","2017-12-07 00:22:44.477913"
2924,"Роллы с тунцом",237,"2017-12-07 00:22:44.488058","2017-12-07 00:22:44.488058"
2925,"Нигири",237,"2017-12-07 00:22:44.494987","2017-12-07 00:22:44.494987"
2926,"Гунканы",237,"2017-12-07 00:22:44.501857","2017-12-07 00:22:44.501857"
2927,"Японский гарнир",237,"2017-12-07 00:22:44.526098","2017-12-07 00:22:44.526098"
2928,"Напитки",237,"2017-12-07 00:22:44.574407","2017-12-07 00:22:44.574407"
2929,"Доставка пиццы",238,"2017-12-07 00:22:44.588196","2017-12-07 00:22:44.588196"
2930,"Доставка роллов",238,"2017-12-07 00:22:44.617963","2017-12-07 00:22:44.617963"
2931,"Роллы хосомаки",238,"2017-12-07 00:22:44.644036","2017-12-07 00:22:44.644036"
2932,"Суши-сеты",238,"2017-12-07 00:22:44.649905","2017-12-07 00:22:44.649905"
2933,"Японский гарнир",238,"2017-12-07 00:22:44.657260","2017-12-07 00:22:44.657260"
2934,"Доставка бургеров",238,"2017-12-07 00:22:44.660125","2017-12-07 00:22:44.660125"
2935,"Буррито",238,"2017-12-07 00:22:44.664963","2017-12-07 00:22:44.664963"
2936,"Горячие блюда",238,"2017-12-07 00:22:44.669901","2017-12-07 00:22:44.669901"
2937,"Гарниры",238,"2017-12-07 00:22:44.683489","2017-12-07 00:22:44.683489"
2938,"Салаты",238,"2017-12-07 00:22:44.689820","2017-12-07 00:22:44.689820"
2939,"Супы",238,"2017-12-07 00:22:44.697182","2017-12-07 00:22:44.697182"
2940,"Напитки",238,"2017-12-07 00:22:44.705243","2017-12-07 00:22:44.705243"
2941,"Горячие блюда",239,"2017-12-07 00:22:44.721488","2017-12-07 00:22:44.721488"
2942,"Шашлык",239,"2017-12-07 00:22:44.736438","2017-12-07 00:22:44.736438"
2943,"Горячие закуски",239,"2017-12-07 00:22:44.743782","2017-12-07 00:22:44.743782"
2944,"Супы",239,"2017-12-07 00:22:44.759434","2017-12-07 00:22:44.759434"
2945,"Блюда из рыбы",239,"2017-12-07 00:22:44.764314","2017-12-07 00:22:44.764314"
2946,"Сеты",239,"2017-12-07 00:22:44.769004","2017-12-07 00:22:44.769004"
2947,"Холодные закуски",239,"2017-12-07 00:22:44.775340","2017-12-07 00:22:44.775340"
2948,"Соусы",239,"2017-12-07 00:22:44.792589","2017-12-07 00:22:44.792589"
2949,"Десерты",239,"2017-12-07 00:22:44.797316","2017-12-07 00:22:44.797316"
2950,"Напитки",239,"2017-12-07 00:22:44.800095","2017-12-07 00:22:44.800095"
2951,"Блюда белорусской кухни",240,"2017-12-07 00:22:44.823146","2017-12-07 00:22:44.823146"
2952,"Холодные закуски",240,"2017-12-07 00:22:44.835139","2017-12-07 00:22:44.835139"
2953,"Горячие закуски",240,"2017-12-07 00:22:44.844621","2017-12-07 00:22:44.844621"
2954,"Салаты",240,"2017-12-07 00:22:44.849010","2017-12-07 00:22:44.849010"
2955,"Супы",240,"2017-12-07 00:22:44.860055","2017-12-07 00:22:44.860055"
2956,"Горячие блюда",240,"2017-12-07 00:22:44.865069","2017-12-07 00:22:44.865069"
2957,"Гарниры",240,"2017-12-07 00:22:44.885663","2017-12-07 00:22:44.885663"
2958,"Десерты",240,"2017-12-07 00:22:44.893551","2017-12-07 00:22:44.893551"
2959,"Горячие напитки",240,"2017-12-07 00:22:44.913871","2017-12-07 00:22:44.913871"
2960,"Напитки",240,"2017-12-07 00:22:44.947637","2017-12-07 00:22:44.947637"
2961,"Коктейли",240,"2017-12-07 00:22:44.962578","2017-12-07 00:22:44.962578"
2962,"Фреши",240,"2017-12-07 00:22:44.982693","2017-12-07 00:22:44.982693"
2963,"Доставка пиццы",241,"2017-12-07 00:22:44.996513","2017-12-07 00:22:44.996513"
2964,"Комбо",241,"2017-12-07 00:22:45.026590","2017-12-07 00:22:45.026590"
2965,"Соусы",241,"2017-12-07 00:22:45.030400","2017-12-07 00:22:45.030400"
2966,"Напитки",241,"2017-12-07 00:22:45.036282","2017-12-07 00:22:45.036282"
2967,"Доставка пиццы",242,"2017-12-07 00:22:45.047548","2017-12-07 00:22:45.047548"
2968,"Кальцоне",242,"2017-12-07 00:22:45.077786","2017-12-07 00:22:45.077786"
2969,"Салаты",242,"2017-12-07 00:22:45.082544","2017-12-07 00:22:45.082544"
2970,"Супы",242,"2017-12-07 00:22:45.089598","2017-12-07 00:22:45.089598"
2971,"Гарниры",242,"2017-12-07 00:22:45.095556","2017-12-07 00:22:45.095556"
2972,"Соусы",242,"2017-12-07 00:22:45.103390","2017-12-07 00:22:45.103390"
2973,"Десерты",242,"2017-12-07 00:22:45.121030","2017-12-07 00:22:45.121030"
2974,"Горячие напитки",242,"2017-12-07 00:22:45.125973","2017-12-07 00:22:45.125973"
2975,"Напитки",242,"2017-12-07 00:22:45.135084","2017-12-07 00:22:45.135084"
2976,"Понедельник",243,"2017-12-07 00:22:45.152832","2017-12-07 00:22:45.152832"
2977,"Вторник",243,"2017-12-07 00:22:45.156536","2017-12-07 00:22:45.156536"
2978,"Среда",243,"2017-12-07 00:22:45.160173","2017-12-07 00:22:45.160173"
2979,"Четверг",243,"2017-12-07 00:22:45.166095","2017-12-07 00:22:45.166095"
2980,"Пятница",243,"2017-12-07 00:22:45.169765","2017-12-07 00:22:45.169765"
2981,"Блюда белорусской кухни",244,"2017-12-07 00:22:45.178851","2017-12-07 00:22:45.178851"
2982,"Холодные закуски",244,"2017-12-07 00:22:45.187346","2017-12-07 00:22:45.187346"
2983,"Горячие закуски",244,"2017-12-07 00:22:45.198795","2017-12-07 00:22:45.198795"
2984,"Салаты",244,"2017-12-07 00:22:45.207482","2017-12-07 00:22:45.207482"
2985,"Супы",244,"2017-12-07 00:22:45.211404","2017-12-07 00:22:45.211404"
2986,"Горячие блюда",244,"2017-12-07 00:22:45.214201","2017-12-07 00:22:45.214201"
2987,"Соусы",244,"2017-12-07 00:22:45.220237","2017-12-07 00:22:45.220237"
2988,"Десерты",244,"2017-12-07 00:22:45.229101","2017-12-07 00:22:45.229101"
2989,"Хлеб",244,"2017-12-07 00:22:45.248213","2017-12-07 00:22:45.248213"
2990,"Горячие напитки",244,"2017-12-07 00:22:45.253963","2017-12-07 00:22:45.253963"
2991,"Напитки",244,"2017-12-07 00:22:45.275965","2017-12-07 00:22:45.275965"
2992,"Закуски",245,"2017-12-07 00:22:45.286985","2017-12-07 00:22:45.286985"
2993,"Горячие закуски",245,"2017-12-07 00:22:45.299145","2017-12-07 00:22:45.299145"
2994,"Салаты",245,"2017-12-07 00:22:45.307308","2017-12-07 00:22:45.307308"
2995,"Супы",245,"2017-12-07 00:22:45.313981","2017-12-07 00:22:45.313981"
2996,"Рыбные блюда",245,"2017-12-07 00:22:45.318690","2017-12-07 00:22:45.318690"
2997,"Колбаски и сосиски",245,"2017-12-07 00:22:45.322700","2017-12-07 00:22:45.322700"
2998,"Мясные блюда",245,"2017-12-07 00:22:45.329967","2017-12-07 00:22:45.329967"
2999,"Хлеб",245,"2017-12-07 00:22:45.340557","2017-12-07 00:22:45.340557"
3000,"Десерты",245,"2017-12-07 00:22:45.347537","2017-12-07 00:22:45.347537"
3001,"Блюда из русской печи",246,"2017-12-07 00:22:45.359274","2017-12-07 00:22:45.359274"
3002,"Славянская жаровня",246,"2017-12-07 00:22:45.365821","2017-12-07 00:22:45.365821"
3003,"Холодные закуски",246,"2017-12-07 00:22:45.373546","2017-12-07 00:22:45.373546"
3004,"Горячие закуски",246,"2017-12-07 00:22:45.385085","2017-12-07 00:22:45.385085"
3005,"Салаты",246,"2017-12-07 00:22:45.388666","2017-12-07 00:22:45.388666"
3006,"Супы",246,"2017-12-07 00:22:45.401731","2017-12-07 00:22:45.401731"
3007,"Рыбные блюда",246,"2017-12-07 00:22:45.407807","2017-12-07 00:22:45.407807"
3008,"Мясные блюда",246,"2017-12-07 00:22:45.413878","2017-12-07 00:22:45.413878"
3009,"Блюда из птицы",246,"2017-12-07 00:22:45.422711","2017-12-07 00:22:45.422711"
3010,"«Бабушкины присмаки»",246,"2017-12-07 00:22:45.426158","2017-12-07 00:22:45.426158"
3011,"Гарниры",246,"2017-12-07 00:22:45.437270","2017-12-07 00:22:45.437270"
3012,"Десерты",246,"2017-12-07 00:22:45.449441","2017-12-07 00:22:45.449441"
3013,"Горячие напитки",246,"2017-12-07 00:22:45.454357","2017-12-07 00:22:45.454357"
3014,"Напитки собственного производства",246,"2017-12-07 00:22:45.466832","2017-12-07 00:22:45.466832"
3015,"Фреши",246,"2017-12-07 00:22:45.470378","2017-12-07 00:22:45.470378"
3016,"Холодные напитки",246,"2017-12-07 00:22:45.475644","2017-12-07 00:22:45.475644"
3017,"Осеннее меню",247,"2017-12-07 00:22:45.491793","2017-12-07 00:22:45.491793"
3018,"Салаты",247,"2017-12-07 00:22:45.499373","2017-12-07 00:22:45.499373"
3019,"Закуски",247,"2017-12-07 00:22:45.513068","2017-12-07 00:22:45.513068"
3020,"Супы",247,"2017-12-07 00:22:45.534334","2017-12-07 00:22:45.534334"
3021,"Пельмени и вареники",247,"2017-12-07 00:22:45.542848","2017-12-07 00:22:45.542848"
3022,"Блюда из картофеля",247,"2017-12-07 00:22:45.566468","2017-12-07 00:22:45.566468"
3023,"Сковородки",247,"2017-12-07 00:22:45.575883","2017-12-07 00:22:45.575883"
3024,"Блюда из птицы",247,"2017-12-07 00:22:45.583355","2017-12-07 00:22:45.583355"
3025,"Блюда из свинины",247,"2017-12-07 00:22:45.590463","2017-12-07 00:22:45.590463"
3026,"Блюда из рыбы и говядины",247,"2017-12-07 00:22:45.594087","2017-12-07 00:22:45.594087"
3027,"Гарниры",247,"2017-12-07 00:22:45.600990","2017-12-07 00:22:45.600990"
3028,"Соусы",247,"2017-12-07 00:22:45.602500","2017-12-07 00:22:45.602500"
3029,"Десерты",247,"2017-12-07 00:22:45.620205","2017-12-07 00:22:45.620205"
3030,"Хлеб",247,"2017-12-07 00:22:45.633446","2017-12-07 00:22:45.633446"
3031,"Кофе",247,"2017-12-07 00:22:45.637473","2017-12-07 00:22:45.637473"
3032,"Чай",247,"2017-12-07 00:22:45.654754","2017-12-07 00:22:45.654754"
3033,"Напитки и коктейли",247,"2017-12-07 00:22:45.661144","2017-12-07 00:22:45.661144"
3034,"Блюда белорусской кухни",248,"2017-12-07 00:22:45.688773","2017-12-07 00:22:45.688773"
3035,"Холодные блюда и закуски",248,"2017-12-07 00:22:45.726350","2017-12-07 00:22:45.726350"
3036,"Горячие закуски",248,"2017-12-07 00:22:45.737128","2017-12-07 00:22:45.737128"
3037,"Салаты",248,"2017-12-07 00:22:45.739798","2017-12-07 00:22:45.739798"
3038,"Первые блюда",248,"2017-12-07 00:22:45.753966","2017-12-07 00:22:45.753966"
3039,"Горячие блюда из даров моря",248,"2017-12-07 00:22:45.760267","2017-12-07 00:22:45.760267"
3040,"Мясные горячие блюда",248,"2017-12-07 00:22:45.770415","2017-12-07 00:22:45.770415"
3041,"Горячие блюда из птицы, дичи",248,"2017-12-07 00:22:45.780280","2017-12-07 00:22:45.780280"
3042,"Стейки",248,"2017-12-07 00:22:45.783934","2017-12-07 00:22:45.783934"
3043,"Гарниры",248,"2017-12-07 00:22:45.789961","2017-12-07 00:22:45.789961"
3044,"Соусы горячие",248,"2017-12-07 00:22:45.799988","2017-12-07 00:22:45.799988"
3045,"Соусы холодные",248,"2017-12-07 00:22:45.804912","2017-12-07 00:22:45.804912"
3046,"Дополнительно",248,"2017-12-07 00:22:45.813945","2017-12-07 00:22:45.813945"
3047,"Десерты",248,"2017-12-07 00:22:45.825619","2017-12-07 00:22:45.825619"
3048,"Мороженое",248,"2017-12-07 00:22:45.833927","2017-12-07 00:22:45.833927"
3049,"Фрукты",248,"2017-12-07 00:22:45.840156","2017-12-07 00:22:45.840156"
3050,"Соки свежевыжатые",248,"2017-12-07 00:22:45.850469","2017-12-07 00:22:45.850469"
3051,"Хлеб",248,"2017-12-07 00:22:45.858716","2017-12-07 00:22:45.858716"
3052,"Холодные закуски",249,"2017-12-07 00:22:45.866413","2017-12-07 00:22:45.866413"
3053,"Салаты",249,"2017-12-07 00:22:45.876757","2017-12-07 00:22:45.876757"
3054,"Горячие закуски",249,"2017-12-07 00:22:45.886250","2017-12-07 00:22:45.886250"
3055,"Сандвичи",249,"2017-12-07 00:22:45.898692","2017-12-07 00:22:45.898692"
3056,"Блинчики",249,"2017-12-07 00:22:45.904675","2017-12-07 00:22:45.904675"
3057,"Соусы",249,"2017-12-07 00:22:45.910177","2017-12-07 00:22:45.910177"
3058,"Закуски к пиву",249,"2017-12-07 00:22:45.918497","2017-12-07 00:22:45.918497"
3059,"Хлеб",249,"2017-12-07 00:22:45.928457","2017-12-07 00:22:45.928457"
3060,"Горячие напитки",249,"2017-12-07 00:22:45.932205","2017-12-07 00:22:45.932205"
3061,"Соки",249,"2017-12-07 00:22:45.940611","2017-12-07 00:22:45.940611"
3062,"Напитки",249,"2017-12-07 00:22:45.944719","2017-12-07 00:22:45.944719"
3063,"Белорусская кухня",250,"2017-12-07 00:22:45.958371","2017-12-07 00:22:45.958371"
3064,"Холодные закуски",250,"2017-12-07 00:22:45.974197","2017-12-07 00:22:45.974197"
3065,"Салаты",250,"2017-12-07 00:22:45.984575","2017-12-07 00:22:45.984575"
3066,"Супы",250,"2017-12-07 00:22:45.995278","2017-12-07 00:22:45.995278"
3067,"Паста",250,"2017-12-07 00:22:46.001110","2017-12-07 00:22:46.001110"
3068,"Горячие блюда",250,"2017-12-07 00:22:46.005045","2017-12-07 00:22:46.005045"
3069,"Роллы",250,"2017-12-07 00:22:46.022465","2017-12-07 00:22:46.022465"
3070,"Гарниры",250,"2017-12-07 00:22:46.047538","2017-12-07 00:22:46.047538"
3071,"Пицца",250,"2017-12-07 00:22:46.055663","2017-12-07 00:22:46.055663"
3072,"Начинки для пиццы",250,"2017-12-07 00:22:46.081829","2017-12-07 00:22:46.081829"
3073,"Соусы",250,"2017-12-07 00:22:46.095057","2017-12-07 00:22:46.095057"
3074,"Хлебобулочные изделия",250,"2017-12-07 00:22:46.103151","2017-12-07 00:22:46.103151"
3075,"Десерты",250,"2017-12-07 00:22:46.110166","2017-12-07 00:22:46.110166"
3076,"Фрукты",250,"2017-12-07 00:22:46.119049","2017-12-07 00:22:46.119049"
3077,"Молочные коктейли",250,"2017-12-07 00:22:46.126451","2017-12-07 00:22:46.126451"
3078,"Коктейли",250,"2017-12-07 00:22:46.132395","2017-12-07 00:22:46.132395"
3079,"Лимонады",250,"2017-12-07 00:22:46.140725","2017-12-07 00:22:46.140725"
3080,"Напитки",250,"2017-12-07 00:22:46.147517","2017-12-07 00:22:46.147517"
3081,"Соки",250,"2017-12-07 00:22:46.155855","2017-12-07 00:22:46.155855"
3082,"Белорусская кухня",251,"2017-12-07 00:22:46.170766","2017-12-07 00:22:46.170766"
3083,"Холодные закуски",251,"2017-12-07 00:22:46.188192","2017-12-07 00:22:46.188192"
3084,"Салаты",251,"2017-12-07 00:22:46.201703","2017-12-07 00:22:46.201703"
3085,"Супы",251,"2017-12-07 00:22:46.215734","2017-12-07 00:22:46.215734"
3086,"Рыбные блюда",251,"2017-12-07 00:22:46.225320","2017-12-07 00:22:46.225320"
3087,"Блюда из птицы",251,"2017-12-07 00:22:46.234158","2017-12-07 00:22:46.234158"
3088,"Блюда из мяса",251,"2017-12-07 00:22:46.241124","2017-12-07 00:22:46.241124"
3089,"Гарниры",251,"2017-12-07 00:22:46.250640","2017-12-07 00:22:46.250640"
3090,"Паста",251,"2017-12-07 00:22:46.260154","2017-12-07 00:22:46.260154"
3091,"Пиццы",251,"2017-12-07 00:22:46.266238","2017-12-07 00:22:46.266238"
3092,"Хлеб",251,"2017-12-07 00:22:46.282521","2017-12-07 00:22:46.282521"
3093,"Десерты",251,"2017-12-07 00:22:46.292102","2017-12-07 00:22:46.292102"
3094,"Молочные коктейли",251,"2017-12-07 00:22:46.304486","2017-12-07 00:22:46.304486"
3095,"Фреши",251,"2017-12-07 00:22:46.311323","2017-12-07 00:22:46.311323"
3096,"Закуски к пиву",251,"2017-12-07 00:22:46.319706","2017-12-07 00:22:46.319706"
3097,"Осеннее меню",252,"2017-12-07 00:22:46.335681","2017-12-07 00:22:46.335681"
3098,"Фитнес-меню",252,"2017-12-07 00:22:46.344388","2017-12-07 00:22:46.344388"
3099,"Закуски",252,"2017-12-07 00:22:46.345674","2017-12-07 00:22:46.345674"
3100,"Салаты",252,"2017-12-07 00:22:46.352931","2017-12-07 00:22:46.352931"
3101,"Супы",252,"2017-12-07 00:22:46.368594","2017-12-07 00:22:46.368594"
3102,"Горячие блюда",252,"2017-12-07 00:22:46.373545","2017-12-07 00:22:46.373545"
3103,"Паста",252,"2017-12-07 00:22:46.391479","2017-12-07 00:22:46.391479"
3104,"Пиццы вегетарианские",252,"2017-12-07 00:22:46.402813","2017-12-07 00:22:46.402813"
3105,"Пиццы",252,"2017-12-07 00:22:46.409529","2017-12-07 00:22:46.409529"
3106,"Пиццы с рыбой и морепродуктами",252,"2017-12-07 00:22:46.420223","2017-12-07 00:22:46.420223"
3107,"Пиццы с курицей",252,"2017-12-07 00:22:46.429253","2017-12-07 00:22:46.429253"
3108,"Пиццы с говядиной",252,"2017-12-07 00:22:46.436535","2017-12-07 00:22:46.436535"
3109,"Пиццы со свининой",252,"2017-12-07 00:22:46.444166","2017-12-07 00:22:46.444166"
3110,"Пиццы с фаршем",252,"2017-12-07 00:22:46.452658","2017-12-07 00:22:46.452658"
3111,"Пиццы с салями",252,"2017-12-07 00:22:46.458842","2017-12-07 00:22:46.458842"
3112,"Хлеб",252,"2017-12-07 00:22:46.465931","2017-12-07 00:22:46.465931"
3113,"Десерты",252,"2017-12-07 00:22:46.476523","2017-12-07 00:22:46.476523"
3114,"Мороженое",252,"2017-12-07 00:22:46.493105","2017-12-07 00:22:46.493105"
3115,"Горячие напитки",252,"2017-12-07 00:22:46.500735","2017-12-07 00:22:46.500735"
3116,"Напитки",252,"2017-12-07 00:22:46.524057","2017-12-07 00:22:46.524057"
3117,"Фреши",252,"2017-12-07 00:22:46.525903","2017-12-07 00:22:46.525903"
3118,"Коктейли",252,"2017-12-07 00:22:46.537949","2017-12-07 00:22:46.537949"
3119,"Холодные закуски",253,"2017-12-07 00:22:46.557060","2017-12-07 00:22:46.557060"
3120,"Горячие закуски",253,"2017-12-07 00:22:46.572985","2017-12-07 00:22:46.572985"
3121,"Салаты",253,"2017-12-07 00:22:46.579650","2017-12-07 00:22:46.579650"
3122,"Супы",253,"2017-12-07 00:22:46.598150","2017-12-07 00:22:46.598150"
3123,"Горячие блюда",253,"2017-12-07 00:22:46.606631","2017-12-07 00:22:46.606631"
3124,"Гарниры",253,"2017-12-07 00:22:46.623436","2017-12-07 00:22:46.623436"
3125,"Десерты",253,"2017-12-07 00:22:46.632409","2017-12-07 00:22:46.632409"
3126,"Холодные закуски и салаты",254,"2017-12-07 00:22:46.646032","2017-12-07 00:22:46.646032"
3127,"Горячие закуски",254,"2017-12-07 00:22:46.666708","2017-12-07 00:22:46.666708"
3128,"Супы",254,"2017-12-07 00:22:46.669241","2017-12-07 00:22:46.669241"
3129,"Блюда из рыбы",254,"2017-12-07 00:22:46.674414","2017-12-07 00:22:46.674414"
3130,"Блюда из говядины",254,"2017-12-07 00:22:46.687665","2017-12-07 00:22:46.687665"
3131,"Блюда из свинины",254,"2017-12-07 00:22:46.696746","2017-12-07 00:22:46.696746"
3132,"Блюда из птицы и кролика",254,"2017-12-07 00:22:46.718127","2017-12-07 00:22:46.718127"
3133,"Блюда из овощей",254,"2017-12-07 00:22:46.730093","2017-12-07 00:22:46.730093"
3134,"Особые блюда и гарниры",254,"2017-12-07 00:22:46.739506","2017-12-07 00:22:46.739506"
